id,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
1137,5,2,5,0,8,3,0.43,4,2,3,1,12,1,0,2,0,7.83,14.3,1601.6,0.04,28,0.07,88.98,112,0.33,2,4,11,0.33,13,15,5,11,9,71.43,7,FALSE
1138,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,2,15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,1,0,0,4,0.2,5,7,5,5,5,50,2,FALSE
1139,3,0,3,0,4,2,0.5,2,2,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,0.5,1,2,6,0.33,6,12,5,8,6,75,4,FALSE
1140,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,1,2,1,2,1,1,0,0,FALSE
1141,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
1142,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
1143,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1144,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
1145,1,0,1,2,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.17,1,3,1,3,6,75,2,FALSE
1146,1,2,3,0,0,1,0.25,0,0,1,1,3,1,0,1,0,15,0.67,6.67,0,5,1.5,0.37,10,1,0,0,4,0.17,4,1,3,1,6,75,4,FALSE
1147,1,0,1,0,4,1,0.5,2,2,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,FALSE
1148,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
1149,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.25,3,6,3,6,4,50,2,FALSE
1150,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1151,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
1152,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,8,3,72,0.01,8,0.33,4,24,1,0,0,2,1,2,6,2,6,1,0,0,FALSE
1153,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,0.5,1,2,7,0.29,6,10,5,8,7,80,5,FALSE
1154,7,5,10,2,12,4,0.31,6,2,3,0.75,19,4,1,3,2,24.04,11,2908.45,0.09,55,0.09,161.58,264.4,1,3,6,17,0.24,22,33,14,14,17,80,13,FALSE
1155,3,0,7,0,4,2,0.22,2,2,1,0.5,6,1,0,2,2,7.69,11.67,1046.41,0.03,27,0.09,58.13,89.69,0.5,1,2,6,0.18,10,17,3,7,11,77.78,9,FALSE
1156,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
1157,1,1,3,0,0,1,0.25,0,0,1,1,2,1,0,1,0,8.72,4,139.48,0.01,11,0.25,7.75,34.87,1,0,0,3,0.17,4,7,3,6,6,75,4,FALSE
1158,1,1,1,0,4,1,0.5,2,2,1,1,2,1,0,1,2,11.24,4,179.89,0.01,13,0.25,9.99,44.97,1,1,2,3,0.25,3,10,3,8,4,50,2,FALSE
1159,7,3,13,1,12,4,0.27,6,2,3,0.75,20,1,0,2,1,11.84,26.39,8245.95,0.1,65,0.04,458.11,312.48,0.25,3,6,18,0.22,25,40,9,19,18,87.5,15,FALSE
1160,3,1,3,8,4,2,0.4,2,2,2,1,7,1,0,2,2,9.73,9,788.12,0.03,23,0.11,43.78,87.57,0.5,1,2,7,0.13,10,13,5,9,16,84.62,5,FALSE
1161,3,1,3,0,4,2,0.4,2,2,1,0.5,6,1,0,2,3,20.31,3.38,231.3,0.02,18,0.3,12.85,68.53,0.5,1,2,6,0.29,9,9,8,6,7,60,5,FALSE
1162,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.25,2,5,2,5,4,50,2,FALSE
1163,1,0,1,1,0,1,0.5,0,0,1,1,1,1,0,1,0,9.05,2,36.19,0.01,7,0.5,2,18.09,1,0,0,2,0.2,2,5,2,4,5,66.67,2,FALSE
1164,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.25,2,5,2,5,4,66.67,3,FALSE
1165,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,3,0.25,1,4,1,4,4,50,2,FALSE
1166,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,0,8,1,8,0,4,1,0.44,8,1,0,0,3,0.33,2,2,2,2,3,0,1,FALSE
1167,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1168,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,0,0,0,0,2,0,0,2,1,0,0,3,0.5,2,0,2,0,2,0,1,FALSE
1169,3,2,1,0,4,2,1,2,2,1,0.5,8,1,0,1,2,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,0.5,1,2,8,0.33,6,8,6,7,6,50,2,FALSE
1170,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,20,0.5,5,0,5,2,0.28,10,1,0,0,3,0.33,3,2,3,1,3,0,1,FALSE
1171,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.33,1,3,1,3,3,50,2,FALSE
1172,1,1,1,4,0,1,0.5,0,0,1,1,2,1,0,1,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.13,2,4,2,4,8,83.33,2,FALSE
1173,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,0,0,0,0,2,0,0,2,1,0,0,3,0.5,2,0,2,0,2,0,1,FALSE
1174,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80,5,FALSE
1175,1,4,4,0,0,1,0.2,0,0,1,1,6,1,0,1,0,13.95,2.5,87.17,0.01,11,0.4,4.84,34.87,1,0,0,7,0.14,4,7,4,5,7,80,5,FALSE
1176,5,5,8,1,8,3,0.27,4,2,3,1,15,1,0,3,3,14.42,17.18,4256.92,0.08,51,0.06,236.5,247.76,0.33,2,4,14,0.2,21,30,11,18,15,75,11,FALSE
1177,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
1178,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,3,14.62,2.5,91.35,0.01,11,0.4,5.08,36.54,1,0,0,3,0.2,5,6,5,5,5,50,2,FALSE
1179,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,2,5.4,8,345.48,0.01,13,0.13,19.19,43.19,1,0,0,3,0.2,4,9,2,8,5,66.67,3,FALSE
1180,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1,0,0,4,0.25,4,6,4,5,4,50,2,FALSE
1181,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1182,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.33,1,3,1,3,3,50,2,FALSE
1183,7,2,12,0,12,4,0.27,6,2,3,0.75,15,1,0,3,2,10.48,27.19,7748.01,0.09,63,0.04,430.45,284.98,0.25,3,6,13,0.24,29,34,8,15,17,80,15,FALSE
1184,1,5,17,0,0,1,0.06,0,0,1,1,6,1,0,1,0,84.78,8.65,6341.24,0.24,132,0.12,352.29,733.21,1,0,0,7,0.05,64,68,37,10,20,94.44,18,FALSE
1185,1,0,2,0,0,1,0.33,0,0,1,1,1,1,0,1,0,9,3,81,0.01,9,0.33,4.5,27,1,0,0,2,0.2,2,7,2,6,5,66.67,3,FALSE
1186,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,5,0,0,11.61,1,0,0,2,1,0,5,0,5,1,0,0,FALSE
1187,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,50,2,FALSE
1188,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,7.49,3,67.38,0.01,8,0.33,3.74,22.46,1,0,0,3,0.25,1,7,1,6,4,50,2,FALSE
1189,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,1,1,4,1,4,1,0,0,FALSE
1190,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,8,3,72,0.01,8,0.33,4,24,1,0,0,2,1,2,6,2,6,1,0,0,FALSE
1191,1,2,9,10,0,1,0.1,0,0,1,1,5,1,0,1,0,33.42,6.36,1353.33,0.07,51,0.16,75.19,212.67,1,0,0,6,0.05,20,31,11,7,22,95,10,FALSE
1192,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,2,10.28,4.38,196.76,0.01,13,0.23,10.93,44.97,1,0,0,2,0.33,5,8,4,7,3,50,2,FALSE
1193,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1194,3,2,2,0,4,2,0.67,2,2,2,1,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,FALSE
1195,7,0,1,0,12,4,2,6,2,1,0.25,12,1,0,1,3,6.66,10,665.68,0.02,21,0.1,36.98,66.57,0.25,3,6,10,1,10,11,3,6,4,50,2,FALSE
1196,1,2,2,5,0,1,0.33,0,0,1,1,3,1,0,1,0,23.25,2,93.01,0.02,14,0.5,5.17,46.51,1,0,0,4,0.1,6,8,6,4,10,87.5,3,FALSE
1197,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,2,0.33,2,1,2,1,3,0,1,FALSE
1198,9,4,12,0,16,5,0.38,8,2,2,0.4,24,1,0,1,2,18.67,9.63,1729.78,0.06,46,0.1,96.1,179.72,0.2,4,8,21,0.33,22,24,8,7,15,92.31,13,FALSE
1199,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
1200,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
1201,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1202,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,2,0.33,3,5,3,5,3,50,2,FALSE
1203,1,2,2,0,0,1,0.33,0,0,1,1,3,1,0,1,2,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1,0,0,4,0.2,4,5,4,3,5,66.67,3,FALSE
1204,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,0,9,3,81,0.01,9,0.33,4.5,27,1,0,0,3,0.2,2,7,2,6,5,66.67,3,FALSE
1205,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1206,7,4,6,0,12,4,0.57,6,2,4,1,22,1,0,1,1,12.38,20,4951.76,0.08,54,0.05,275.1,247.59,0.25,3,6,20,0.44,24,30,9,15,9,85.71,7,FALSE
1207,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
1208,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,1,0,0,2,1,3,8,3,7,1,0,0,FALSE
1209,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1210,1,2,0,0,0,1,1,0,0,1,1,3,1,0,1,2,8,1,8,0,4,1,0.44,8,1,0,0,4,0.33,2,2,2,2,3,0,1,FALSE
1211,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
1212,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1213,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.5,1,3,1,3,2,0,0,FALSE
1214,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80,5,FALSE
1215,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1216,5,3,3,0,6,3,0.75,2,3,2,0.67,9,1,0,1,3,11.72,9,949.37,0.04,27,0.11,52.74,105.49,0.33,2,3,8,0.38,12,15,6,9,8,75,4,FALSE
1217,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.33,2,4,2,4,3,50,2,FALSE
1218,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
1219,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
1220,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
1221,5,4,3,0,8,3,0.75,4,2,3,1,16,1,0,1,0,13.46,9.33,1172.67,0.04,33,0.11,65.15,125.64,0.33,2,4,15,0.5,14,19,6,8,6,75,4,FALSE
1222,3,2,10,4,4,2,0.17,2,2,2,1,12,1,0,2,1,22.42,12.27,3375.24,0.09,60,0.08,187.51,275.1,0.5,1,2,12,0.11,29,31,13,11,18,87.5,12,FALSE
1223,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,0,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1,0,0,4,0.33,1,6,1,5,3,50,2,FALSE
1224,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,2,10.8,2.5,67.5,0.01,9,0.4,3.75,27,1,0,0,4,0.17,3,6,3,5,6,50,2,FALSE
1225,5,4,3,0,8,3,0.75,4,2,3,1,16,1,0,1,0,13.46,9.33,1172.67,0.04,33,0.11,65.15,125.64,0.33,2,4,15,0.5,14,19,6,8,6,75,4,FALSE
1226,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1227,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,FALSE
1228,15,10,21,0,22,8,0.32,8,2.75,8,1,33,8,1,4,8,27.6,25.11,17394.36,0.23,133,0.04,966.35,692.86,1,7,11,27,0.27,53,80,19,18,30,84,25,FALSE
1229,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,9.06,3.5,110.95,0.01,10,0.29,6.16,31.7,1,0,0,3,0.25,2,8,2,7,4,50,2,FALSE
1230,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,0,0,0,0,2,0,0,2,1,0,0,3,0.5,2,0,2,0,2,0,1,FALSE
1231,5,0,3,0,6,3,0.75,2,3,1,0.33,7,3,1,1,3,6.92,8,442.81,0.02,16,0.13,24.6,55.35,1,2,3,6,0.5,6,10,3,8,6,75,4,FALSE
1232,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,6.67,4.5,135,0.01,10,0.22,7.5,30,1,0,0,2,1,3,7,2,6,1,0,0,FALSE
1233,5,3,4,0,8,3,0.6,4,2,3,1,15,1,0,1,1,10.03,17.33,3014.58,0.06,39,0.06,167.48,173.92,0.33,2,4,14,0.43,13,26,6,16,7,80,5,FALSE
1234,3,0,6,0,4,2,0.29,2,2,1,0.5,6,1,0,1,3,12.44,9,1008,0.04,28,0.11,56,112,0.5,1,2,6,0.18,14,14,7,9,11,85.71,7,FALSE
1235,1,2,5,17,0,1,0.17,0,0,1,1,3,1,0,1,0,19.04,5,475.92,0.03,25,0.2,26.44,95.18,1,0,0,4,0.04,10,15,7,7,25,95.65,6,FALSE
1236,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,4,17.99,2.5,112.43,0.01,13,0.4,6.25,44.97,1,0,0,3,0.17,6,7,6,5,6,50,2,FALSE
1237,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,1,8,3,72,0.01,8,0.33,4,24,1,0,0,3,0.25,2,6,2,6,4,66.67,3,FALSE
1238,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1239,5,2,5,0,6,3,0.43,2,3,3,1,10,3,1,2,2,16.59,5.79,555.43,0.03,24,0.17,30.86,96,1,2,3,9,0.3,9,15,7,9,10,71.43,7,FALSE
1240,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
1241,5,1,7,0,6,3,0.33,2,3,2,0.67,9,3,1,2,5,13.51,17.87,4318.2,0.08,55,0.06,239.9,241.58,1,2,3,8,0.25,22,33,8,13,12,77.78,9,FALSE
1242,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,2,10.28,4.38,196.76,0.01,13,0.23,10.93,44.97,1,0,0,2,0.33,5,8,4,7,3,50,2,FALSE
1243,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,2,0.25,1,5,1,5,4,50,2,FALSE
1244,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1,0,0,3,0.25,3,6,2,5,4,66.67,3,FALSE
1245,7,7,13,1,8,4,0.25,4,2,4,1,19,1,0,3,1,20.03,8.57,1471.49,0.06,42,0.12,81.75,171.67,0.25,2,4,17,0.21,12,30,7,10,19,82.35,16,FALSE
1246,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,3,0.5,1,0,1,0,2,0,1,FALSE
1247,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.33,1,3,1,3,3,50,2,FALSE
1248,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.33,2,4,2,4,3,50,2,FALSE
1249,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,1,2,3,2,3,1,0,0,FALSE
1250,1,1,1,1,0,1,0.5,0,0,1,1,2,1,0,1,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.2,2,4,2,4,5,66.67,2,FALSE
1251,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
1252,31,6,34,1,50,16,0.4,20,2.5,12,0.75,61,15,0,6,3,31.2,30.8,29601.09,0.32,175,0.03,1644.5,961.07,0.94,15,25,47,0.37,77,98,25,20,43,85.37,40,FALSE
1253,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,2,13.32,3.5,163.12,0.02,13,0.29,9.06,46.6,1,0,0,2,0.33,5,8,5,7,3,50,2,FALSE
1254,1,0,3,0,0,1,0.25,0,0,1,1,1,1,0,1,2,14.4,3,129.56,0.01,13,0.33,7.2,43.19,1,0,0,2,0.17,4,9,4,6,6,75,4,FALSE
1255,1,0,1,0,4,1,0.5,2,2,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,FALSE
1256,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,3,0.25,1,4,1,4,4,50,2,FALSE
1257,3,3,6,0,4,2,0.25,2,2,2,1,7,1,0,2,0,8.05,14.67,1731.08,0.04,31,0.07,96.17,118.03,0.5,1,2,7,0.2,8,23,3,11,10,75,8,FALSE
1258,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.25,2,4,2,4,4,50,2,FALSE
1259,1,0,3,0,0,1,0.2,0,0,1,1,1,1,0,2,1,3.57,4,57.06,0,9,0.25,3.17,14.26,1,0,0,2,0.14,4,5,1,2,7,60,5,FALSE
1260,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,0,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1,0,0,4,0.33,1,6,1,5,3,50,2,FALSE
1261,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,FALSE
1262,3,2,2,0,4,2,0.67,2,2,2,1,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,FALSE
1263,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
1264,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,1,0,0,2,1,3,8,3,7,1,0,0,FALSE
1265,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1266,7,4,9,1,12,4,0.33,6,2,4,1,20,1,0,3,5,18.18,17,5255.28,0.1,63,0.06,291.96,309.13,0.25,3,6,18,0.24,26,37,13,17,17,76.92,12,FALSE
1267,1,1,2,2,0,1,0.33,0,0,1,1,2,1,0,1,0,14.28,4,228.44,0.02,15,0.25,12.69,57.11,1,0,0,3,0.14,6,9,6,8,7,80,3,FALSE
1268,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.25,2,5,2,5,4,50,2,FALSE
1269,31,6,34,1,50,16,0.4,20,2.5,12,0.75,61,15,0,6,3,31.2,30.8,29601.09,0.32,175,0.03,1644.5,961.07,0.94,15,25,47,0.37,77,98,25,20,43,85.37,40,FALSE
1270,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.25,2,4,2,4,4,50,2,FALSE
1271,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.25,2,5,2,5,4,50,2,FALSE
1272,1,2,5,2,0,1,0.17,0,0,1,1,3,1,0,1,0,13.69,6.25,534.92,0.03,27,0.16,29.72,85.59,1,0,0,4,0.1,10,17,4,5,10,87.5,6,FALSE
1273,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,5,16.92,3.5,207.22,0.02,16,0.29,11.51,59.21,1,0,0,3,0.25,6,10,6,7,4,66.67,3,FALSE
1274,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.25,1,5,1,5,4,50,2,FALSE
1275,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,2,10.87,3.5,133.19,0.01,11,0.29,7.4,38.05,1,0,0,2,0.33,4,7,4,7,3,50,2,FALSE
1276,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,1,1,0,1,0,1,0,0,FALSE
1277,7,1,9,1,12,4,0.33,6,2,2,0.5,15,4,1,3,2,14.31,10,1430.61,0.05,35,0.1,79.48,143.06,1,3,6,13,0.27,14,21,7,10,15,76.92,12,FALSE
1278,7,1,7,7,12,4,0.36,6,2,1,0.25,13,1,0,4,1,14.31,13.81,2730.1,0.07,45,0.07,151.67,197.65,0.25,3,6,11,0.2,17,28,8,13,20,77.78,11,FALSE
